#InfiniteKusama,Tweet Text,URL
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,Art On Art: I was inspired at Yayoi Kusama's exhibit - @Smithsonian's @Hirshhorn Museum https://t.co/wzbKylA8YC #atHirshhorn #InfiniteKusama,https://www.instagram.com/p/BTMjHxAAG-S/
#InfiniteKusama,RT @maryjeanschmitt: The lines for the #marchforscience are longer than the lines for @hirshhorn #infinitekusama https://t.co/4OtfiR7Br9,
#InfiniteKusama,Creatives vibing at Yayoi Kusama's exhibit at @Smithsonian's @Hirshhorn Museum. https://t.co/lg5W4fEGP8 #atHirshhorn #InfiniteKusama #Art,https://www.instagram.com/p/BTMhneUANEu/
#InfiniteKusama,The lines for the #marchforscience are longer than the lines for @hirshhorn #infinitekusama https://t.co/4OtfiR7Br9,
#InfiniteKusama,RT @eatlivetraveldr: There's a few weeks left to see #infinitekusama at the @hirshhorn in #WashingtonDC --&gt; https://t.co/noitaAZwAO #travel…,http://bit.ly/2l0Zbp4
#InfiniteKusama,Part of Yayoi Kusama's Infinity Mirrors exhibit at @Smithsonian's @Hirshhorn Museum. https://t.co/jGc85CpvlI #atHirshhorn #InfiniteKusama,https://www.instagram.com/p/BTMf1Hcg1sx/
#InfiniteKusama,"RT @hirshhorn: Yayoi Kusama ""Pumpkin"" https://t.co/GJvDflWsxw #EarthDay #InfiniteKusama https://t.co/3l0yrOaC5d",http://s.si.edu/2p5xzFa
#InfiniteKusama,"Yayoi Kusama ""Pumpkin"" https://t.co/GJvDflWsxw #EarthDay #InfiniteKusama https://t.co/3l0yrOaC5d",http://s.si.edu/2p5xzFa
#InfiniteKusama,RT @eatlivetraveldr: There's a few weeks left to see #infinitekusama at the @hirshhorn in #WashingtonDC --&gt; https://t.co/noitaAZwAO #travel…,http://bit.ly/2l0Zbp4
#InfiniteKusama,"Art Lives: Reflecting on the genius of #infinitekusama @hirshhorn. Bravo @IKEAUSA for donating to the exhibit!
#art https://t.co/XtKKqMEUHO",
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,"RT @hirshhorn: #InfiniteKusama same-day walk-up passes have all been claimed for today, April 22.
#InfiniteKusama,RT @hirshhorn: 'Priestess Of Polka Dots' Yayoi Kusama Gives Gallerygoers A Taste Of Infinity https://t.co/J2IIY239r2 #InfiniteKusama https:…,https://n.pr/2lGfiMQ
#InfiniteKusama,"RT @hirshhorn: Experience Yayoi Kusama's limitless ""Infinity Mirrors"" exhibit via @CBSThisMorning https://t.co/PKvqmfQ1sG #InfiniteKusama",http://www.cbsnews.com/videos/experience-yayoi-kusamas-limitless-infinity-mirrors-exhibit
#InfiniteKusama,Post #InfiniteKusama treats from the popup @dolcezzagelato shipping container outside the @hirshhorn #madeindc… https://t.co/g0RWXCttak,https://twitter.com/i/web/status/855511234342518784
#InfiniteKusama,"We were in &amp; out in &lt; 1 hr for #infinitekusama take 2, much better than my 1st visit in Feb which took hrs! #friyay… https://t.co/s10yeGO158",https://twitter.com/i/web/status/855510544568258560
#InfiniteKusama,RT @velocipede6: #InfiniteKusama take 2 thx to a friend and neighbor whom I hope is feeling better now! #obliterationroom #mydccool #aCreat…,
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,RT @velocipede6: #InfiniteKusama take 2 thx to a friend and neighbor whom I hope is feeling better now! #obliterationroom #mydccool #aCreat…,
#InfiniteKusama,RT @hirshhorn: 'Priestess Of Polka Dots' Yayoi Kusama Gives Gallerygoers A Taste Of Infinity https://t.co/J2IIY239r2 #InfiniteKusama https:…,https://n.pr/2lGfiMQ
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,#InfiniteKusama take 2 thx to a friend and neighbor whom I hope is feeling better now! #obliterationroom #mydccool… https://t.co/aAh4zBZvYY,https://twitter.com/i/web/status/855492022442106880
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: 'Priestess Of Polka Dots' Yayoi Kusama Gives Gallerygoers A Taste Of Infinity https://t.co/J2IIY239r2 #InfiniteKusama https:…,https://n.pr/2lGfiMQ
#InfiniteKusama,'Priestess Of Polka Dots' Yayoi Kusama Gives Gallerygoers A Taste Of Infinity https://t.co/J2IIY239r2… https://t.co/4Cq64twDc3,https://n.pr/2lGfiMQ
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,@nebulousflynn @TheFranklin @sepoulton I think @hirshhorn is working on VR for the #infinitekusama exhibit.,
#InfiniteKusama,"#InfiniteKusama same-day walk-up passes have all been claimed for today, April 21.
https://t.co/QVQ1ebgv1n",https://hirshhorn.si.edu/kusama/visitor-info/
#InfiniteKusama,RT @Adventures_Me: Take a peek! The peep rooms at #infinitekusama are exhibits that utilize #mirrors and #lights and they usually have a sh…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,#FridayFeeling #friday #happyfriday #smiles #polkadots #infinitekusama #artmatters https://t.co/CjS04eO7HN,https://twitter.com/hirshhorn/status/855435225526001664
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,"@hirshhorn @PenelopeFly Couldn't get a ticket to see #InfiniteKusama when recently in DC, but these cutie pies are… https://t.co/fWc6UM8Ht5",https://twitter.com/i/web/status/855440412705685505
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,RT @hirshhorn: Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful photos!…,
#InfiniteKusama,Happy Friday from these polka dot Princesses! 🔴⚪️🔵 Thanks for visiting #InfiniteKusama and sharing these delightful… https://t.co/E27b4Wfa5p,https://twitter.com/i/web/status/855435225526001664
#InfiniteKusama,One of my favorite experiences ✨ #infinitekusama https://t.co/GB1737pICn,
#InfiniteKusama,"Last #infinitekusama post, praying the icaboston will bring this show to town. This room is… https://t.co/RdZFYFHuNE",https://www.instagram.com/p/BTJph4jDeTu/
#InfiniteKusama,RT @SpicyCandyDC: Incredible is the best way to describe   #infinitekusama! 👏🏽thx @hishhorn for the opportunity to preview it today! (More…,
#InfiniteKusama,#infinitekusama @smithsonian @hirshhorn --&gt; art heals. Reveals. Restores. Revives. When it comes… https://t.co/FY8cjmKcQ7,https://www.instagram.com/p/BTIbIcPjAXE/
#InfiniteKusama,"RT @theartleague: Planning on seeing #InfiniteKusama? 
Come prepared. Here are five creative ways to kill time while you wait in line: http…",
#InfiniteKusama,"RT @artsy: Immerse yourself in one of Yayoi Kusama’s most iconic Infinity Mirror Rooms, now on view at the @Hirshhorn. #InfiniteKusama http…",
#InfiniteKusama,✨✨✨✨ #InfiniteKusama @hirshhorn https://t.co/hEJMbfKKKj,
#InfiniteKusama,"Pumpkins, polka dots and infinity rooms – not to mention what lies beneath: https://t.co/t2CZNOMLN2, @Hirshhorn,… https://t.co/E0rhMOedKy",http://bit.ly/2oKnYTn
#InfiniteKusama,The Yayoi Kusama Infinity Mirrors exhibit was amazing. 20 seconds in each room was not enough! #InfiniteKusama… https://t.co/0YEntUVQpR,https://twitter.com/i/web/status/855186689794478082
#InfiniteKusama,"RT @dolcezzagelato: If you're visiting us at the @hirshhorn, visit more than #infinitekusama! Their curators have been bringing in amazing…",
#InfiniteKusama,"If you're visiting us at the @hirshhorn, visit more than #infinitekusama! Their curators have been bringing in amaz… https://t.co/2o361rSaVz",https://twitter.com/i/web/status/855183297248448512
#InfiniteKusama,#infinitekusama thanks for the amazing time @hirshhorn https://t.co/jL771Op7oR,
#InfiniteKusama,#LoveTransformedIntoDots 💓🖤💓🖤 #YayoiKusama #草間彌生 #InfinityMirrors #InfiniteKusama #Hirshhorn #DC… https://t.co/hjnIUCKsSj,https://www.instagram.com/p/BTHyDdtgEnO/
#InfiniteKusama,"My favorite room in the #infinitekusama exhibit - ""Aftermath of Obliteration of Eternity"" https://t.co/3A7U99vk8Q https://t.co/XWemeoPtIu",http://ift.tt/2p0sKgo
